Date,Open,High,Low,Close,Adj Close,Volume
2000-03-24,6320,7120,6180,6800,4751.61377,90260000
2000-03-27,6960,7040,6700,6800,4751.61377,67730000
2000-03-28,6900,7260,6820,7030,4912.328613,74425000
2000-03-29,7030,7680,6980,7660,5352.552734,78090000
2000-03-30,7520,7560,7050,7050,4926.304688,74645000
2000-03-31,6800,7070,6650,6700,4681.736328,63855000
2000-04-03,6920,7320,6860,7100,4961.243652,56805000
2000-04-04,7000,7290,6660,6800,4751.61377,58340000
2000-04-05,6800,6800,6800,6800,4751.61377,0
2000-04-06,6860,6960,6680,6680,4667.761719,47235000
2000-04-07,6860,7260,6780,7200,5031.120117,42355000
2000-04-10,7500,7500,7200,7300,5100.997559,35885000
2000-04-11,7200,7200,6950,7100,4961.243652,29075000
2000-04-12,6960,7030,6860,6910,4828.478027,35250000
2000-04-13,6910,6910,6910,6910,4828.478027,0
2000-04-14,6600,6680,6260,6260,4374.27832,62365000
2000-04-17,5420,5750,5340,5520,3857.192383,78050000
2000-04-18,6200,6240,5860,6040,4220.55127,73730000
2000-04-19,6300,6460,5860,6000,4192.598633,60615000
2000-04-20,5960,6160,5920,6020,4206.574219,37335000
2000-04-21,6060,6180,5970,6050,4227.537109,26425000
2000-04-24,5970,6030,5760,5800,4052.847656,27830000
2000-04-25,5620,5760,5520,5640,3941.043457,34900000
2000-04-26,5820,5860,5600,5600,3913.092285,39290000
2000-04-27,5520,5700,5400,5400,3773.340332,54110000
2000-04-28,5500,6100,5460,6000,4192.598633,75530000
2000-05-01,6000,6000,6000,6000,4192.598633,0
2000-05-02,6200,6530,6120,6280,4388.256348,72335000
2000-05-03,6240,6260,6090,6180,4318.378906,26585000
2000-05-04,6220,6360,6140,6180,4318.378906,26100000
2000-05-05,6180,6180,6180,6180,4318.378906,0
2000-05-08,6400,6700,6300,6560,4583.90918,52695000
2000-05-09,6560,6560,6560,6560,4583.90918,0
2000-05-10,6320,6390,6270,6350,4437.168945,27620000
2000-05-11,6350,6350,6350,6350,4437.168945,0
2000-05-12,6420,6440,6160,6160,4304.402344,47170000
2000-05-15,6290,6530,6220,6440,4500.058105,47120000
2000-05-16,6510,6800,6510,6800,4751.61377,39620000
2000-05-17,7000,7340,6920,6920,4835.466309,76235000
2000-05-18,6740,7000,6680,6800,4751.61377,36580000
2000-05-19,6740,6900,6600,6900,4821.490723,41450000
2000-05-22,6720,6830,6620,6670,4660.773438,36385000
2000-05-23,6500,6700,6350,6380,4458.131836,41290000
2000-05-24,6160,6370,5920,6200,4332.354004,72150000
2000-05-25,6330,6380,5930,6000,4192.598633,85965000
2000-05-26,5900,5990,5600,5600,3913.092285,67100000
2000-05-29,5260,5680,5240,5460,3815.265381,67130000
2000-05-30,5460,5460,5460,5460,3815.265381,0
2000-05-31,6000,6290,5960,6160,4304.402344,83935000
2000-06-01,6200,6410,6120,6300,4402.230957,50230000
2000-06-02,6690,6900,6510,6620,4625.834473,84385000
2000-06-05,6920,6980,6680,6740,4709.687988,48010000
2000-06-06,6740,6740,6740,6740,4709.687988,0
2000-06-07,6600,6980,6510,6800,4751.61377,53365000
2000-06-08,6660,6960,6530,6530,4562.946289,58550000
2000-06-09,6600,7040,6530,7020,4905.341797,63860000
2000-06-12,7200,7280,7030,7190,5024.130859,49515000
2000-06-13,7060,7100,6870,7060,4933.291016,42495000
2000-06-14,7230,7640,7090,7640,5338.577637,63020000
2000-06-15,7560,7560,7000,7000,4891.367188,61225000
2000-06-16,6900,6960,6710,6740,4709.687988,66455000
2000-06-19,6600,6950,6550,6700,4681.736328,53560000
2000-06-20,6940,7180,6830,7140,4989.193848,59790000
2000-06-21,7300,7380,7070,7080,4947.268066,37585000
2000-06-22,7240,7270,6960,7040,4919.317871,33635000
2000-06-23,6980,7010,6860,7000,4891.367188,29215000
2000-06-26,7100,7360,6990,7210,5038.109375,39980000
2000-06-27,7320,7440,7190,7310,5107.984375,45535000
2000-06-28,7220,7540,7220,7520,5254.726074,47295000
2000-06-29,7600,7740,7380,7490,5233.763672,61120000
2000-06-30,7440,7540,7290,7380,5156.896973,35250000
2000-07-03,7440,7550,7420,7500,5240.751465,25975000
2000-07-04,7600,7620,7350,7350,5135.936035,32810000
2000-07-05,7390,7520,7350,7430,5191.836914,24895000
2000-07-06,7240,7350,7180,7300,5100.997559,60340000
2000-07-07,7340,7460,7230,7360,5142.924316,40580000
2000-07-10,7440,7630,7410,7600,5310.626953,42505000
2000-07-11,7580,7740,7450,7450,5205.811035,34945000
2000-07-12,7520,7660,7460,7640,5338.577637,40140000
2000-07-13,7700,7880,7570,7760,5422.429688,48805000
2000-07-14,7780,7840,7540,7550,5275.688477,30425000
2000-07-17,7550,7550,7550,7550,5275.688477,0
2000-07-18,7550,7620,7440,7460,5212.79834,19605000
2000-07-19,7550,7620,7440,7460,5212.79834,19605000
2000-07-20,7060,7110,6840,6900,4821.490723,40315000
2000-07-21,6960,7050,6760,6920,4835.466309,48395000
2000-07-24,6640,6740,6360,6380,4458.131836,49015000
2000-07-25,6310,6400,6120,6280,4388.256348,56735000
2000-07-26,6400,6580,6360,6550,4576.922852,54745000
2000-07-27,6220,6360,6100,6230,4353.316895,43540000
2000-07-28,5800,5910,5710,5730,4003.932617,83035000
2000-07-31,5730,5910,5550,5900,4122.723633,46615000
2000-08-01,5960,6270,5870,6220,4346.327637,53120000
2000-08-02,6100,6170,5930,6070,4241.512695,37190000
2000-08-03,6180,6180,5970,6030,4213.562988,27815000
2000-08-04,5930,6010,5850,5920,4136.699219,23605000
2000-08-07,5740,5770,5580,5580,3899.118652,28765000
2000-08-08,5660,5750,5570,5580,3899.118652,33475000
2000-08-09,5680,6040,5680,6000,4192.598633,39570000
2000-08-10,6000,6160,5860,6160,4304.402344,40830000
2000-08-11,6000,6070,5880,5960,4164.650879,33840000
2000-08-14,6060,6160,6000,6020,4206.574219,23730000
2000-08-15,6020,6020,6020,6020,4206.574219,0
2000-08-16,6500,6530,6330,6420,4486.082031,51915000
2000-08-17,6480,6560,6340,6440,4500.058105,36345000
2000-08-18,6500,6520,6200,6200,4332.354004,21370000
2000-08-21,6200,6340,6190,6270,4381.267578,20950000
2000-08-22,6260,6470,6240,6460,4514.032227,27710000
2000-08-23,6450,6450,6160,6190,4325.365723,27905000
2000-08-24,6260,6300,6100,6220,4346.327637,31700000
2000-08-25,6180,6400,6110,6400,4472.106445,21960000
2000-08-28,6340,6380,6260,6330,4423.193848,17630000
2000-08-29,6320,6380,6160,6220,4346.327637,16765000
2000-08-30,6140,6190,6020,6030,4213.562988,23735000
2000-08-31,5900,5900,5380,5470,3822.255127,114120000
2000-09-01,5540,5600,5420,5540,3871.167236,49955000
2000-09-04,5440,5550,5310,5340,3731.415283,28625000
2000-09-05,5260,5340,5030,5150,3598.648682,79765000
2000-09-06,5200,5280,5090,5150,3598.648682,53120000
2000-09-07,4940,4980,4760,4790,3347.091309,83905000
2000-09-08,4900,4930,4790,4880,3409.982666,57170000
2000-09-11,4880,4880,4880,4880,3409.982666,0
2000-09-12,4880,4880,4880,4880,3409.982666,0
2000-09-13,4880,4880,4880,4880,3409.982666,0
2000-09-14,4600,4710,4440,4710,3291.191406,106130000
2000-09-15,4500,4620,4300,4350,3039.635742,82695000
2000-09-18,4010,4120,3700,3970,2774.104492,146305000
2000-09-19,3990,4370,3900,4160,2906.870117,100525000
2000-09-20,4600,4660,4460,4600,3214.326904,103410000
2000-09-21,4590,4660,4320,4400,3074.574219,65445000
2000-09-22,3840,4050,3780,3800,2655.313477,103265000
2000-09-25,3880,4110,3840,4090,2857.955322,65985000
2000-09-26,3900,4040,3900,4000,2795.06665,58430000
2000-09-27,4000,4100,3960,4030,2816.030273,69795000
2000-09-28,4100,4190,4030,4060,2836.992188,52470000
2000-09-29,4120,4120,3940,4040,2823.01709,57535000
2000-10-02,3840,3880,3760,3810,2662.301025,41120000
2000-10-03,3810,3810,3810,3810,2662.301025,0
2000-10-04,3700,3950,3590,3890,2718.202637,82635000
2000-10-05,4020,4080,3940,3940,2753.141113,62745000
2000-10-06,3800,3900,3760,3900,2725.189209,54935000
2000-10-09,3820,3840,3680,3690,2578.448486,63195000
2000-10-10,3700,3810,3590,3660,2557.486328,62145000
2000-10-11,3450,3460,3210,3220,2250.029053,103605000
2000-10-12,3140,3280,3140,3140,2194.128174,79535000
2000-10-13,3000,3090,2830,3030,2117.262451,115295000
2000-10-16,3030,3030,3030,3030,2117.262451,0
2000-10-17,2980,3080,2730,2740,1914.62146,65300000
2000-10-18,2540,2760,2420,2730,1907.63269,164215000
2000-10-19,2730,3050,2690,2900,2026.423828,137720000
2000-10-20,3240,3330,3190,3330,2326.893555,118825000
2000-10-23,3490,3520,3160,3200,2236.053223,139960000
2000-10-24,3180,3420,3100,3340,2333.880859,97115000
2000-10-25,3200,3260,3130,3210,2243.041016,68730000
2000-10-26,2930,3030,2740,2890,2019.436035,133290000
2000-10-27,2890,2890,2890,2890,2019.436035,0
2000-10-30,2800,2880,2720,2750,1921.609009,36830000
2000-10-31,2750,2850,2630,2850,1991.485474,63190000
2000-11-01,3000,3270,2960,3260,2277.979492,94165000
2000-11-02,3200,3430,3170,3320,2319.905518,123180000
2000-11-03,3420,3470,3370,3440,2403.757813,80420000
2000-11-06,3460,3670,3380,3510,2452.670898,71865000
2000-11-07,3460,3550,3380,3440,2403.757813,53740000
2000-11-08,3400,3460,3280,3410,2382.794434,58215000
2000-11-09,3300,3430,3260,3400,2375.806885,52305000
2000-11-10,3360,3440,3320,3380,2361.832275,35140000
2000-11-13,3220,3260,3100,3150,2201.115479,51070000
2000-11-14,3210,3320,3210,3290,2298.942871,31755000
2000-11-15,3450,3460,3320,3390,2368.818848,55720000
2000-11-16,3400,3420,3250,3280,2291.95459,37420000
2000-11-17,3180,3230,3150,3220,2250.029053,36225000
2000-11-20,3160,3210,3100,3100,2166.177002,26795000
2000-11-21,3080,3170,2970,3160,2208.102295,51620000
2000-11-22,3100,3220,3080,3140,2194.128174,37710000
2000-11-23,3140,3260,3140,3210,2243.041016,44645000
2000-11-24,3310,3400,3270,3400,2375.806885,45530000
2000-11-27,3600,3800,3570,3780,2641.337646,100220000
2000-11-28,3650,3650,3500,3520,2459.658936,59770000
2000-11-29,3300,3350,3200,3220,2250.029053,54300000
2000-11-30,3220,3290,3150,3240,2264.004395,63315000
2000-12-01,3080,3220,3040,3180,2222.078369,96425000
2000-12-04,3220,3250,3080,3100,2166.177002,51875000
2000-12-05,3160,3250,3120,3240,2264.004395,58400000
2000-12-06,3410,3430,3210,3210,2243.041016,95890000
2000-12-07,3210,3260,3160,3260,2277.979492,43020000
2000-12-08,3260,3390,3260,3370,2354.843994,47575000
2000-12-11,3480,3630,3480,3580,2501.585205,70575000
2000-12-12,3580,3650,3500,3500,2445.683594,73745000
2000-12-13,3500,3780,3500,3780,2641.337646,84140000
2000-12-14,3620,3680,3560,3620,2529.5354,66965000
2000-12-15,3620,3640,3480,3490,2438.695801,52960000
2000-12-18,3500,3590,3490,3560,2487.609619,34350000
2000-12-19,3560,3570,3510,3530,2466.645508,25445000
2000-12-20,3420,3450,3320,3340,2333.880859,53675000
2000-12-21,3120,3300,3070,3240,2264.004395,76625000
2000-12-22,3240,3300,3130,3140,2194.128174,63760000
2000-12-25,3140,3140,3140,3140,2194.128174,0
2000-12-26,3230,3240,3160,3160,2208.102295,60430000
2000-12-27,3160,3160,3160,3160,2208.102295,0
2000-12-28,3160,3160,3160,3160,2208.102295,0
2000-12-29,3160,3160,3160,3160,2208.102295,0
2001-01-01,3160,3160,3160,3160,2208.102295,0
2001-01-02,3160,3380,3140,3350,2340.868164,39455000
2001-01-03,3230,3420,3220,3370,2354.843994,37855000
2001-01-04,3790,3870,3660,3780,2641.337646,119910000
2001-01-05,3760,3920,3700,3900,2725.189209,78135000
2001-01-08,3820,3910,3780,3880,2711.214844,42295000
2001-01-09,3830,3860,3710,3840,2683.26416,46280000
2001-01-10,3780,3810,3700,3710,2592.424072,41235000
2001-01-11,3790,3790,3640,3640,2543.510742,31410000
2001-01-12,3800,3890,3770,3840,2683.26416,52900000
2001-01-15,3860,4020,3840,3920,2739.165283,51460000
2001-01-16,3960,4200,3850,4140,2892.893555,52065000
2001-01-17,4060,4240,4060,4220,2948.795654,52570000
2001-01-18,4240,4530,4240,4400,3074.574219,57685000
2001-01-19,4700,4700,4520,4600,3214.326904,54245000
2001-01-22,4600,4600,4470,4550,3179.388672,42250000
2001-01-23,4550,4550,4550,4550,3179.388672,0
2001-01-24,4550,4550,4550,4550,3179.388672,0
2001-01-25,4550,4550,4550,4550,3179.388672,0
2001-01-26,4450,4480,3970,3980,2781.091064,91025000
2001-01-29,4000,4100,3960,4020,2809.041504,47245000
2001-01-30,4100,4170,4070,4110,2871.931641,39350000
2001-01-31,4090,4400,4090,4400,3074.574219,53045000
2001-02-01,4270,4420,4190,4270,2983.734131,39730000
2001-02-02,4290,4390,4220,4290,2997.709961,27330000
2001-02-05,4170,4200,3990,4030,2816.030273,47135000
2001-02-06,3980,4020,3910,4010,2802.054443,31545000
2001-02-07,3960,3990,3900,3900,2725.189209,23130000
2001-02-08,3920,4060,3890,4060,2836.992188,34685000
2001-02-09,4040,4100,3980,4070,2843.980225,25230000
2001-02-12,3840,4050,3840,3970,2774.104492,36110000
2001-02-13,4040,4100,3970,3980,2781.091064,22295000
2001-02-14,3920,4040,3900,3980,2781.091064,19710000
2001-02-15,4200,4210,4100,4130,2885.906006,34930000
2001-02-16,4150,4310,4130,4250,2969.757324,46375000
2001-02-19,4180,4210,4100,4190,2927.831787,22880000
2001-02-20,4190,4280,4180,4240,2962.770996,18175000
2001-02-21,4160,4200,4140,4160,2906.870117,19500000
2001-02-22,4080,4100,3940,4010,2802.054443,43605000
2001-02-23,3920,3970,3830,3840,2683.26416,76855000
2001-02-26,3850,3860,3780,3840,2683.26416,35665000
2001-02-27,3840,3940,3790,3790,2648.325439,38695000
2001-02-28,3700,3780,3700,3740,2613.386963,28715000
2001-03-01,3740,3740,3740,3740,2613.386963,0
2001-03-02,3700,3700,3580,3610,2522.547607,44500000
2001-03-05,3530,3720,3530,3720,2599.412354,24620000
2001-03-06,3820,3850,3760,3800,2655.313477,25500000
2001-03-07,3960,4010,3900,4000,2795.06665,52640000
2001-03-08,3950,4010,3910,4010,2802.054443,31360000
2001-03-09,3940,3940,3820,3840,2683.26416,30800000
2001-03-12,3700,3760,3650,3670,2564.473389,38610000
2001-03-13,3570,3650,3540,3640,2543.510742,33815000
2001-03-14,3640,3640,3640,3640,2543.510742,0
2001-03-15,3790,3930,3760,3920,2739.165283,29370000
2001-03-16,3880,3920,3830,3890,2718.202637,23315000
2001-03-19,3810,3880,3770,3800,2655.313477,24865000
2001-03-20,3900,3920,3820,3820,2669.288818,21455000
2001-03-21,3720,3900,3700,3870,2704.227051,40550000
2001-03-22,3980,3990,3920,3980,2781.091064,37465000
2001-03-23,4090,4370,4080,4300,3004.697266,91755000
2001-03-26,4400,4430,4340,4340,3032.648193,42870000
2001-03-27,4300,4310,4120,4150,2899.881836,31345000
2001-03-28,4260,4260,4150,4150,2899.881836,26075000
2001-03-29,4090,4180,4040,4090,2857.955322,29920000
2001-03-30,4110,4170,4040,4160,2906.870117,30100000
2001-04-02,4040,4100,3960,3990,2788.079346,39140000
2001-04-03,3810,3870,3790,3800,2655.313477,46070000
2001-04-04,3700,3740,3630,3660,2557.486328,62280000
2001-04-05,3660,3660,3660,3660,2557.486328,0
2001-04-06,3960,3960,3780,3840,2683.26416,85290000
2001-04-09,3790,3810,3710,3710,2592.424072,25840000
2001-04-10,3710,3740,3610,3640,2543.510742,39175000
2001-04-11,3780,3800,3720,3720,2599.412354,44515000
2001-04-12,3940,4090,3900,4010,2802.054443,73660000
2001-04-13,4100,4150,4030,4060,2836.992188,38840000
2001-04-16,4060,4080,3940,3940,2753.141113,10200000
2001-04-17,3920,4020,3850,3970,2774.104492,16815000
2001-04-18,4110,4280,4070,4280,2990.722168,47790000
2001-04-19,4620,4920,4580,4700,3284.20459,131305000
2001-04-20,4720,4780,4490,4490,3137.460938,44905000
2001-04-23,4490,4610,4470,4540,3172.401855,31785000
2001-04-24,4410,4420,4330,4400,3074.574219,31185000
2001-04-25,4340,4520,4320,4520,3158.426025,26345000
2001-04-26,4340,4520,4320,4520,3158.426025,26345000
2001-04-27,4410,4450,4310,4340,3032.648193,21695000
2001-04-30,4460,4620,4410,4580,3200.352051,38225000
2001-05-01,4580,4580,4580,4580,3200.352051,0
2001-05-02,4700,4700,4540,4580,3200.352051,36510000
2001-05-03,4620,4620,4490,4600,3214.326904,25895000
2001-05-04,4410,4510,4410,4460,3116.499756,32805000
2001-05-07,4500,4630,4480,4600,3214.326904,17945000
2001-05-08,4590,4620,4520,4590,3207.3396,16825000
2001-05-09,4560,4580,4490,4500,3144.450195,20695000
2001-05-10,4500,4560,4440,4500,3144.450195,24620000
2001-05-11,4460,4470,4400,4410,3081.560791,27705000
2001-05-14,4420,4460,4400,4430,3095.535889,14310000
2001-05-15,4410,4450,4290,4340,3032.648193,26420000
2001-05-16,4300,4370,4200,4210,2941.808105,25895000
2001-05-17,4400,4430,4340,4430,3095.535889,24105000
2001-05-18,4380,4420,4340,4410,3081.560791,18915000
2001-05-21,4500,4620,4430,4580,3200.352051,28160000
2001-05-22,4720,4780,4620,4620,3228.302002,48830000
2001-05-23,4600,4760,4580,4700,3284.20459,21890000
2001-05-24,4560,4600,4510,4530,3165.413574,30275000
2001-05-25,4550,4650,4430,4440,3102.524658,33695000
2001-05-28,4420,4480,4380,4450,3109.512939,18480000
2001-05-29,4430,4640,4430,4640,3242.279541,24280000
2001-05-30,4500,4530,4450,4470,3123.488037,31815000
2001-05-31,4320,4340,4190,4240,2962.770996,63595000
2001-06-01,4300,4300,4210,4240,2962.770996,29315000
2001-06-04,4260,4310,4230,4240,2962.770996,19955000
2001-06-05,4140,4240,4040,4060,2836.992188,51520000
2001-06-06,4060,4060,4060,4060,2836.992188,0
2001-06-07,4080,4310,4080,4280,2990.722168,39865000
2001-06-08,4420,4510,4400,4470,3123.488037,42740000
2001-06-11,4330,4380,4280,4280,2990.722168,24680000
2001-06-12,4220,4300,4210,4220,2948.795654,24195000
2001-06-13,4300,4310,4200,4280,2990.722168,23645000
2001-06-14,4270,4310,4200,4230,2955.783203,27840000
2001-06-15,4190,4200,4120,4190,2927.831787,40870000
2001-06-18,4180,4180,4080,4100,2864.942627,34095000
2001-06-19,4100,4170,4080,4110,2871.931641,31275000
2001-06-20,4060,4070,3990,4000,2795.06665,38515000
2001-06-21,4000,4040,3920,3960,2767.116699,40805000
2001-06-22,3940,3940,3820,3870,2704.227051,44685000
2001-06-25,3840,3930,3800,3870,2704.227051,25925000
2001-06-26,3870,3900,3780,3780,2641.337646,33500000
2001-06-27,3790,3800,3700,3720,2599.412354,40985000
2001-06-28,3700,3790,3690,3750,2620.375732,27040000
2001-06-29,3840,3850,3800,3840,2683.26416,30675000
2001-07-02,3840,3880,3810,3860,2697.23877,23280000
2001-07-03,3900,3910,3870,3890,2718.202637,20305000
2001-07-04,3840,3940,3840,3940,2753.141113,13705000
2001-07-05,3940,3950,3860,3860,2697.23877,15550000
2001-07-06,3740,3770,3650,3670,2564.473389,38020000
2001-07-09,3500,3540,3390,3420,2389.782227,81635000
2001-07-10,3440,3490,3390,3400,2375.806885,32665000
2001-07-11,3280,3410,3280,3380,2361.832275,37970000
2001-07-12,3480,3560,3460,3520,2459.658936,66365000
2001-07-13,3640,3640,3360,3400,2375.806885,46560000
2001-07-16,3370,3390,3260,3340,2333.880859,27910000
2001-07-17,3340,3340,3340,3340,2333.880859,0
2001-07-18,3360,3420,3330,3350,2340.868164,33430000
2001-07-19,3330,3540,3310,3540,2473.634033,37325000
2001-07-20,3520,3600,3470,3520,2459.658936,29625000
2001-07-23,3500,3500,3430,3460,2417.733154,21275000
2001-07-24,3400,3510,3400,3470,2424.720947,21480000
2001-07-25,3460,3590,3440,3570,2494.596924,20905000
2001-07-26,3590,3650,3590,3630,2536.523193,21865000
2001-07-27,3730,3790,3690,3710,2592.424072,28800000
2001-07-30,3760,3780,3690,3710,2592.424072,20055000
2001-07-31,3740,3810,3720,3790,2648.325439,22230000
2001-08-01,3830,3990,3810,3960,2767.116699,57875000
2001-08-02,4020,4040,3880,3910,2732.17749,31790000
2001-08-03,4000,4020,3950,3990,2788.079346,32795000
2001-08-06,3930,4000,3900,3980,2781.091064,16130000
2001-08-07,3880,3900,3810,3860,2697.23877,22085000
2001-08-08,3820,3840,3740,3800,2655.313477,13405000
2001-08-09,3690,3730,3660,3660,2557.486328,29170000
2001-08-10,3710,3780,3710,3730,2606.39917,11580000
2001-08-13,3770,3830,3750,3830,2676.276367,18640000
2001-08-14,3900,3960,3870,3950,2760.12793,21220000
2001-08-15,3950,3950,3950,3950,2760.12793,0
2001-08-16,3840,3900,3820,3900,2725.189209,18330000
2001-08-17,3900,3960,3870,3920,2739.165283,17745000
2001-08-20,3800,3830,3780,3800,2655.313477,9435000
2001-08-21,3820,3850,3700,3720,2599.412354,21735000
2001-08-22,3630,3850,3630,3850,2690.252197,21770000
2001-08-23,3870,3910,3800,3850,2690.252197,14945000
2001-08-24,3840,3880,3780,3840,2683.26416,7515000
2001-08-27,3960,4020,3920,3980,2781.091064,37955000
2001-08-28,4000,4000,3930,3940,2753.141113,20535000
2001-08-29,3900,3970,3860,3930,2746.152832,19135000
2001-08-30,3840,3940,3840,3920,2739.165283,12585000
2001-08-31,3860,3880,3750,3800,2655.313477,25845000
2001-09-03,3810,3820,3750,3760,2627.363037,10450000
2001-09-04,3760,3940,3750,3930,2746.152832,18775000
2001-09-05,3840,3850,3750,3790,2648.325439,21020000
2001-09-06,3800,3850,3760,3770,2634.350098,17490000
2001-09-07,3760,3820,3690,3820,2669.288818,22835000
2001-09-10,3770,3830,3730,3830,2676.276367,14000000
2001-09-11,3800,3850,3720,3740,2613.386963,15810000
2001-09-12,3200,3460,3200,3230,2257.016113,84970000
2001-09-13,3360,3460,3320,3430,2396.769775,59745000
2001-09-14,3440,3450,3290,3390,2368.818848,33175000
2001-09-17,3300,3360,3240,3280,2291.95459,28450000
2001-09-18,3390,3400,3300,3350,2340.868164,24870000
2001-09-19,3300,3340,3260,3280,2291.95459,21555000
2001-09-20,3200,3200,3030,3080,2152.201172,61380000
2001-09-21,2900,2940,2790,2850,1991.485474,65415000
2001-09-24,2850,2850,2850,2850,1991.485474,0
2001-09-25,3060,3070,2860,2860,1998.473267,42065000
2001-09-26,2820,2870,2790,2830,1977.509766,33275000
2001-09-27,2760,2810,2680,2810,1963.534912,36500000
2001-09-28,2810,2810,2810,2810,1963.534912,0
2001-10-01,2810,2810,2810,2810,1963.534912,0
2001-10-02,2810,2810,2810,2810,1963.534912,0
2001-10-03,2810,2810,2810,2810,1963.534912,0
2001-10-04,3000,3000,2860,2910,2033.411133,64925000
2001-10-05,2920,2970,2870,2950,2061.361816,40035000
2001-10-08,2940,2960,2890,2920,2040.398193,19935000
2001-10-09,2960,3060,2960,3030,2117.262451,39630000
2001-10-10,2990,3010,2960,2980,2082.325439,16855000
2001-10-11,3080,3200,3070,3180,2222.078369,58170000
2001-10-12,3320,3340,3250,3260,2277.979492,47265000
2001-10-15,3200,3240,3180,3200,2236.053223,17425000
2001-10-16,3160,3230,3160,3180,2222.078369,15620000
2001-10-17,3260,3300,3230,3280,2291.95459,28595000
2001-10-18,3230,3260,3170,3260,2277.979492,21850000
2001-10-19,3300,3410,3260,3400,2375.806885,41555000
2001-10-22,3460,3470,3330,3390,2368.818848,18730000
2001-10-23,3500,3530,3450,3480,2431.708008,39580000
2001-10-24,3560,3710,3550,3710,2592.424072,56115000
2001-10-25,3700,3700,3620,3660,2557.486328,27610000
2001-10-26,3660,3690,3580,3620,2529.5354,47820000
2001-10-29,3660,3700,3610,3680,2571.462158,25480000
2001-10-30,3540,3580,3470,3480,2431.708008,33825000
2001-10-31,3410,3480,3410,3470,2424.720947,28980000
2001-11-01,3540,3630,3480,3580,2501.585205,34295000
2001-11-02,3630,3670,3630,3660,2557.486328,37920000
2001-11-05,3670,3700,3620,3700,2585.437012,30180000
2001-11-06,3780,3830,3760,3800,2655.313477,53010000
2001-11-07,3820,3830,3770,3810,2662.301025,44265000
2001-11-08,3810,3870,3800,3860,2697.23877,37600000
